id,radius,name,hasCollision,breaksOnHit,visibleByTime,hasAnimation,borderBoxLength,borderBoxWidth,borderBoxHeight,materialsFile,definitionFile,modelFile,tags
19627,0.118438,Wrench1,No,No,"No, visible always",No,0.231622,0.048323,0.011224,Wrench1.txd,SAMP.ide,Wrench1.dff,Extracted from cutscene IMG|SA-MP|SA-MP 0.3.7 RC1
19628,41.7437,MRoadBend90Banked1,Yes,No,"No, visible always",No,58.1328,58.9219,10.90625,cs_ebridge.txd,SAMP.ide,MRoadBend90Banked1.dff,Modular road banked corners|SA-MP|SA-MP 0.3.7 RC1
19629,41.7465,MRoadBend90Banked2,Yes,No,"No, visible always",No,58.1328,58.9297,10.90625,cs_ebridge.txd,SAMP.ide,MRoadBend90Banked2.dff,Modular road banked corners|SA-MP|SA-MP 0.3.7 RC1
1963,1.50232,est_desk,No,No,"No, visible always",No,2.59021,1.290079,0.808953,estateprops.txd,props.ide,est_desk.dff,
19630,0.179975,Fish1,No,No,"No, visible always",No,0.316222,0.026432,0.1699094,Fish1SAMP.txd,SAMP.ide,Fish1.dff,3D fish (bream)|Marine life|SA-MP|SA-MP 0.3.7 RC1
19631,0.468752,SledgeHammer1,No,No,"No, visible always",No,0.0877905,0.910884,0.20371,SledgeHammer1.txd,SAMP.ide,SledgeHammer1.dff,SA-MP|SA-MP 0.3.7 RC1|Sledge hammer
19632,0.340216,FireWood1,Yes,No,"No, visible always",No,0.530508,0.345482,0.24938,FireWood1.txd,SAMP.ide,FireWood1.dff,"Burning logs|Christmas, New Year|SA-MP|SA-MP 0.3.7 RC1"
19633,15.5234,Ramp360Degree1,Yes,No,"No, visible always",No,21.7422,21.7422,4.29687,landjump.txd,SAMP.ide,Ramp360Degree1.dff,360 degree ramps|SA-MP|SA-MP 0.3.7 RC1
19634,32.1199,Ramp360Degree2,Yes,No,"No, visible always",No,43.0938,43.0938,20.3124,landjump.txd,SAMP.ide,Ramp360Degree2.dff,360 degree ramps|SA-MP|SA-MP 0.3.7 RC1
19635,31.0969,Ramp360Degree3,Yes,No,"No, visible always",No,43.0938,43.0938,12.40628,landjump.txd,SAMP.ide,Ramp360Degree3.dff,360 degree ramps|SA-MP|SA-MP 0.3.7 RC1
19636,0.496699,RedApplesCrate1,Yes,No,"No, visible always",No,0.554687,0.807617,0.1640628,FruitCrates1.txd,SAMP.ide,RedApplesCrate1.dff,Boxes|For trade|Fruit crates|SA-MP|SA-MP 0.3.7 RC1
19637,0.496699,GreenApplesCrate1,Yes,No,"No, visible always",No,0.554687,0.807617,0.1640628,FruitCrates1.txd,SAMP.ide,GreenApplesCrate1.dff,Fruit crates|SA-MP|SA-MP 0.3.7 RC1
19638,0.496699,OrangesCrate1,Yes,No,"No, visible always",No,0.554687,0.807617,0.1640628,FruitCrates1.txd,SAMP.ide,OrangesCrate1.dff,Boxes|Food|For trade|Fruit crates|SA-MP|SA-MP 0.3.7 RC1|Shops
19639,0.496699,EmptyCrate1,Yes,No,"No, visible always",No,0.554687,0.807617,0.1640628,FruitCrates1.txd,SAMP.ide,EmptyCrate1.dff,Fruit crates|SA-MP|SA-MP 0.3.7 RC1
1964,1.07797,est_dsk_stuf,No,No,"No, visible always",No,1.911454,0.9489873,0.324134,estateprops.txd,props.ide,est_dsk_stuf.dff,
19640,1.53122,EmptyShopShelf1,Yes,No,"No, visible always",No,1.96875,0.976563,2.13281,new_cabinets3.txd,SAMP.ide,EmptyShopShelf1.dff,Empty shop shelf|For trade|SA-MP|SA-MP 0.3.7 RC1|Shops
19641,4.71805,FenceSection1,Yes,No,"No, visible always",No,8,0.2,5,FenceSection1.txd,SAMP.ide,FenceSection1.dff,SA-MP|SA-MP 0.3.7 RC1|Wooden fence section
19642,17.4291,TubeSeg10m1,Yes,No,"No, visible always",No,10,32.9766,5.25781,MatTubes.txd,SAMP.ide,TubeSeg10m1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19643,17.4291,TubeSeg10m2a,Yes,No,"No, visible always",No,10,32.9766,5.25781,MatTubes.txd,SAMP.ide,TubeSeg10m2a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19644,17.4291,TubeSeg10m2b,Yes,No,"No, visible always",No,10,32.9766,5.25781,MatTubes.txd,SAMP.ide,TubeSeg10m2b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19645,17.1414,TubeSeg25m1,Yes,No,"No, visible always",No,24.9922,21.5469,9.29684,MatTubes.txd,SAMP.ide,TubeSeg25m1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19646,7.86604,TubeHalf10m1,Yes,No,"No, visible always",No,10,10.82812,5.5,MatTubes.txd,SAMP.ide,TubeHalf10m1.dff,Half pipe|Pipe|Red|SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects|The stunt
19647,15.0923,TubeHalf10mJoin1a,Yes,No,"No, visible always",No,10,27.9453,5.49219,MatTubes.txd,SAMP.ide,TubeHalf10mJoin1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects|The stunt
19648,15.0923,TubeHalf10mJoin1b,Yes,No,"No, visible always",No,10,27.9453,5.49219,MatTubes.txd,SAMP.ide,TubeHalf10mJoin1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19649,25.7269,TubeHalf50m1,Yes,No,"No, visible always",No,50,10.82812,5.5,MatTubes.txd,SAMP.ide,TubeHalf50m1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
1965,1.69689,imcmptrkdrl_LAS,Yes,No,"No, visible always",No,0.1338721,1.561404,3.01022,imrancomp_LAS.txd,props.ide,imcmptrkdrl_LAS.dff,
19650,17.6767,TubeFlat25x25m1,Yes,No,"No, visible always",No,24.9922,25,0.5,MatTubes.txd,SAMP.ide,TubeFlat25x25m1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19651,32.7466,TubeHalfSpiral1a,Yes,No,"No, visible always",No,42.6562,42.6562,25.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19652,32.7466,TubeHalfSpiral1b,Yes,No,"No, visible always",No,42.6562,42.6562,25.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral1b.dff,Half pipe|Pipe|SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects|The stunt
19653,31.1423,TubeHalfSpiral2a,Yes,No,"No, visible always",No,42.6562,42.6562,15.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral2a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19654,31.1423,TubeHalfSpiral2b,Yes,No,"No, visible always",No,42.6562,42.6562,15.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral2b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19655,25.0734,TubeHalfSpiral3a,Yes,No,"No, visible always",No,21.3282,42.6562,15.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral3a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19656,25.0734,TubeHalfSpiral3b,Yes,No,"No, visible always",No,21.3282,42.6562,15.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral3b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19657,24.4167,TubeHalfSpiral4a,Yes,No,"No, visible always",No,21.3282,42.6562,10.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral4a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19658,24.4167,TubeHalfSpiral4b,Yes,No,"No, visible always",No,21.3282,42.6562,10.5,MatTubes.txd,SAMP.ide,TubeHalfSpiral4b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19659,24.0036,TubeHalf180Bend1a,Yes,No,"No, visible always",No,21.3282,42.6562,5.5,MatTubes.txd,SAMP.ide,TubeHalf180Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
1966,4.42095,imcompmovedr1_las,Yes,No,"No, visible always",No,6.89457,0.1763658,5.53269,steve_doors.txd,props.ide,imcompmovedr1_las.dff,
19660,24.0036,TubeHalf180Bend1b,Yes,No,"No, visible always",No,21.3282,42.6562,5.5,MatTubes.txd,SAMP.ide,TubeHalf180Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19661,15.3299,TubeHalf90Bend1a,Yes,No,"No, visible always",No,21.3282,21.3282,5.5,MatTubes.txd,SAMP.ide,TubeHalf90Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19662,15.3299,TubeHalf90Bend1b,Yes,No,"No, visible always",No,21.3282,21.3282,5.5,MatTubes.txd,SAMP.ide,TubeHalf90Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19663,26.0636,TubeHalf50mDip1,Yes,No,"No, visible always",No,50,10.82812,10,MatTubes.txd,SAMP.ide,TubeHalf50mDip1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19664,26.0636,TubeHalf50mBump1,Yes,No,"No, visible always",No,50,10.82812,10,MatTubes.txd,SAMP.ide,TubeHalf50mBump1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19665,30.1429,TubeHalfLoop1a,Yes,No,"No, visible always",No,31.54684,10.82812,50.2188,MatTubes.txd,SAMP.ide,TubeHalfLoop1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19666,30.1429,TubeHalfLoop1b,Yes,No,"No, visible always",No,31.54684,10.82812,50.2188,MatTubes.txd,SAMP.ide,TubeHalfLoop1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19667,50.1151,TubeHalfLoop2a,Yes,No,"No, visible always",No,69.1562,21.9297,69.1562,MatTubes.txd,SAMP.ide,TubeHalfLoop2a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19668,50.1151,TubeHalfLoop2b,Yes,No,"No, visible always",No,69.1562,21.9297,69.1562,MatTubes.txd,SAMP.ide,TubeHalfLoop2b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19669,20.9241,TubeHalfBowl1,Yes,No,"No, visible always",No,28.289,30.3438,5.5,MatTubes.txd,SAMP.ide,TubeHalfBowl1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
1967,1.69698,imcmptrkdrr_LAS,Yes,No,"No, visible always",No,0.1341958,1.561479,3.0103,steve_doors.txd,props.ide,imcmptrkdrr_LAS.dff,
19670,53.0743,TubeSupport1,Yes,No,"No, visible always",No,1.15625,11.22656,105.5468,dynsigns.txd,SAMP.ide,TubeSupport1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects|The stunt
19671,14.0756,TubeSupport2,Yes,No,"No, visible always",No,1.15625,23.33596,15.70316,dynsigns.txd,SAMP.ide,TubeSupport2.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19672,5.68531,TubeHalfLight1,Yes,No,"No, visible always",No,0.21875,10.59376,4.125,dynsigns.txd,SAMP.ide,TubeHalfLight1.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19673,8.09588,TubeHalf5Bend1a,Yes,No,"No, visible always",No,10.22656,10.82812,6.35156,MatTubes.txd,SAMP.ide,TubeHalf5Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19674,8.09588,TubeHalf5Bend1b,Yes,No,"No, visible always",No,10.22656,10.82812,6.35156,MatTubes.txd,SAMP.ide,TubeHalf5Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19675,8.25146,TubeHalf5Bend2a,Yes,No,"No, visible always",No,10.70312,10.82812,6.36719,MatTubes.txd,SAMP.ide,TubeHalf5Bend2a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects|The stunt
19676,8.25146,TubeHalf5Bend2b,Yes,No,"No, visible always",No,10.70312,10.82812,6.36719,MatTubes.txd,SAMP.ide,TubeHalf5Bend2b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19677,26.2858,TubeHalfTwist1a,Yes,No,"No, visible always",No,50,11.48438,11.48438,MatTubes.txd,SAMP.ide,TubeHalfTwist1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19678,26.2858,TubeHalfTwist1b,Yes,No,"No, visible always",No,50,11.48438,11.48438,MatTubes.txd,SAMP.ide,TubeHalfTwist1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19679,26.2858,TubeHalfTwist2a,Yes,No,"No, visible always",No,50,11.48438,11.48438,MatTubes.txd,SAMP.ide,TubeHalfTwist2a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
1968,1.4107,dinerseat_2,No,No,"No, visible always",No,2.46111,1.38366,0.949592,dinerseat2.txd,props.ide,dinerseat_2.dff,
19680,26.2858,TubeHalfTwist2b,Yes,No,"No, visible always",No,50,11.48438,11.48438,MatTubes.txd,SAMP.ide,TubeHalfTwist2b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19681,16.3432,TubeHalf45Bend1a,Yes,No,"No, visible always",No,26.3359,18.56252,5.5,MatTubes.txd,SAMP.ide,TubeHalf45Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19682,16.3432,TubeHalf45Bend1b,Yes,No,"No, visible always",No,26.3359,18.56252,5.5,MatTubes.txd,SAMP.ide,TubeHalf45Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19683,14.478,TubeHalf15Bend1a,Yes,No,"No, visible always",No,25.4218,10.82812,8.65625,MatTubes.txd,SAMP.ide,TubeHalf15Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19684,14.478,TubeHalf15Bend1b,Yes,No,"No, visible always",No,25.4218,10.82812,8.65625,MatTubes.txd,SAMP.ide,TubeHalf15Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19685,14.478,TubeHalf15Bend2a,Yes,No,"No, visible always",No,25.4218,10.82812,8.65626,MatTubes.txd,SAMP.ide,TubeHalf15Bend2a.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19686,14.478,TubeHalf15Bend2b,Yes,No,"No, visible always",No,25.4218,10.82812,8.65626,MatTubes.txd,SAMP.ide,TubeHalf15Bend2b.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19687,13.8969,TubeHalf25m1,Yes,No,"No, visible always",No,25,10.82812,5.5,MatTubes.txd,SAMP.ide,TubeHalf25m1.dff,Half pipe|Pipe|SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects|The stunt
19688,15.0967,TubeHalf45Bend3,Yes,No,"No, visible always",No,24.4531,10.82812,14.01564,MatTubes.txd,SAMP.ide,TubeHalf45Bend3.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
19689,15.0935,TubeHalf45Bend4,Yes,No,"No, visible always",No,24.4453,10.82812,14.01564,MatTubes.txd,SAMP.ide,TubeHalf45Bend4.dff,SA-MP|SA-MP 0.3.7 RC1|SA-MP half tube objects
1969,1.31898,dinerseat_3,No,No,"No, visible always",No,2.46111,0.856263,0.949592,dinerseat2.txd,props.ide,dinerseat_3.dff,
19690,7.86467,TubeHalfNtoMJoin1a,Yes,No,"No, visible always",No,10,10.82812,5.49219,MatTubes.txd,SAMP.ide,TubeHalfNtoMJoin1a.dff,Join normal and medium tubes|SA-MP|SA-MP 0.3.7 RC1
19691,7.86467,TubeHalfNtoMJoin1b,Yes,No,"No, visible always",No,10,10.82812,5.49219,MatTubes.txd,SAMP.ide,TubeHalfNtoMJoin1b.dff,Join normal and medium tubes|SA-MP|SA-MP 0.3.7 RC1
19692,8.71242,MTubeSeg5m1,Yes,No,"No, visible always",No,5,16.48438,2.625,MatTubes.txd,SAMP.ide,MTubeSeg5m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19693,8.71242,MTubeSeg5m2a,Yes,No,"No, visible always",No,5,16.48438,2.625,MatTubes.txd,SAMP.ide,MTubeSeg5m2a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19694,8.71242,MTubeSeg5m2b,Yes,No,"No, visible always",No,5,16.48438,2.625,MatTubes.txd,SAMP.ide,MTubeSeg5m2b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19695,8.56821,MTubeSeg12_5m1,Yes,No,"No, visible always",No,12.49219,10.77348,4.64062,MatTubes.txd,SAMP.ide,MTubeSeg12_5m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19696,5.84967,MTubeHalf10m1,Yes,No,"No, visible always",No,10,5.41406,2.75,MatTubes.txd,SAMP.ide,MTubeHalf10m1.dff,Half pipe|Pipe|Red|SA-MP|SA-MP 0.3.7 RC1|The stunt|Tubes medium size
19697,7.54396,MTubeHalf5mJoin1a,Yes,No,"No, visible always",No,5,13.96876,2.74219,MatTubes.txd,SAMP.ide,MTubeHalf5mJoin1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19698,7.54396,MTubeHalf5mJoin1b,Yes,No,"No, visible always",No,5,13.96876,2.74219,MatTubes.txd,SAMP.ide,MTubeHalf5mJoin1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19699,12.8635,MTubeHalf25m1,Yes,No,"No, visible always",No,25,5.41406,2.75,MatTubes.txd,SAMP.ide,MTubeHalf25m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
1970,1.70248,dinerseat_1,No,No,"No, visible always",No,2.44567,2.14525,1.096341,dinerseat1.txd,props.ide,dinerseat_1.dff,
19700,8.83972,MTubeFlt12_5x12_5m1,Yes,No,"No, visible always",No,12.5,12.5,0.25,MatTubes.txd,SAMP.ide,MTubeFlt12_5x12_5m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19701,16.3733,MTubeHalfSpiral1a,Yes,No,"No, visible always",No,21.3282,21.3282,12.75,MatTubes.txd,SAMP.ide,MTubeHalfSpiral1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19702,16.3733,MTubeHalfSpiral1b,Yes,No,"No, visible always",No,21.3282,21.3282,12.75,MatTubes.txd,SAMP.ide,MTubeHalfSpiral1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19703,15.5711,MTubeHalfSpiral2a,Yes,No,"No, visible always",No,21.3282,21.3282,7.75,MatTubes.txd,SAMP.ide,MTubeHalfSpiral2a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19704,15.5711,MTubeHalfSpiral2b,Yes,No,"No, visible always",No,21.3282,21.3282,7.75,MatTubes.txd,SAMP.ide,MTubeHalfSpiral2b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19705,12.5367,MTubeHalfSpiral3a,Yes,No,"No, visible always",No,10.66406,21.3282,7.75,MatTubes.txd,SAMP.ide,MTubeHalfSpiral3a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19706,12.5367,MTubeHalfSpiral3b,Yes,No,"No, visible always",No,10.66406,21.3282,7.75,MatTubes.txd,SAMP.ide,MTubeHalfSpiral3b.dff,Half pipe|Pipe|SA-MP|SA-MP 0.3.7 RC1|The stunt|Tubes medium size
19707,12.2083,MTubeHalfSpiral4a,Yes,No,"No, visible always",No,10.66406,21.3282,5.25,MatTubes.txd,SAMP.ide,MTubeHalfSpiral4a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19708,12.2083,MTubeHalfSpiral4b,Yes,No,"No, visible always",No,10.66406,21.3282,5.25,MatTubes.txd,SAMP.ide,MTubeHalfSpiral4b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19709,12.0018,MTubeHalf180Bend1a,Yes,No,"No, visible always",No,10.66406,21.3282,2.75,MatTubes.txd,SAMP.ide,MTubeHalf180Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
1971,0.565975,kb_flykiller,No,No,"No, visible always",No,0.975268,0.1765918,0.546789,flykiller.txd,props.ide,kb_flykiller.dff,
19710,12.0018,MTubeHalf180Bend1b,Yes,No,"No, visible always",No,10.66406,21.3282,2.75,MatTubes.txd,SAMP.ide,MTubeHalf180Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19711,7.66497,MTubeHalf90Bend1a,Yes,No,"No, visible always",No,10.66406,10.66406,2.75,MatTubes.txd,SAMP.ide,MTubeHalf90Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19712,7.66497,MTubeHalf90Bend1b,Yes,No,"No, visible always",No,10.66406,10.66406,2.75,MatTubes.txd,SAMP.ide,MTubeHalf90Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19713,13.0318,MTubeHalf25mDip1,Yes,No,"No, visible always",No,25,5.41406,5,MatTubes.txd,SAMP.ide,MTubeHalf25mDip1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19714,13.0318,MTubeHalf25mBump1,Yes,No,"No, visible always",No,25,5.41406,5,MatTubes.txd,SAMP.ide,MTubeHalf25mBump1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19715,10.4607,MTubeHalfBowl1,Yes,No,"No, visible always",No,14.14062,15.17188,2.75,MatTubes.txd,SAMP.ide,MTubeHalfBowl1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19716,51.4757,MTubeSupport1,Yes,No,"No, visible always",No,0.578124,5.60938,102.7968,dynsigns.txd,SAMP.ide,MTubeSupport1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19717,10.9908,MTubeSupport2,Yes,No,"No, visible always",No,0.578124,20.52348,7.85157,dynsigns.txd,SAMP.ide,MTubeSupport2.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19718,2.84266,MTubeHalfLight1,Yes,No,"No, visible always",No,0.109375,5.29688,2.0625,dynsigns.txd,SAMP.ide,MTubeHalfLight1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19719,4.04594,MTubeHalf5Bend1a,Yes,No,"No, visible always",No,5.10938,5.41406,3.17188,MatTubes.txd,SAMP.ide,MTubeHalf5Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
1972,0.776785,kb_cuntopdisp2,No,No,"No, visible always",No,1.251543,0.5855574,0.737372,display1.txd,props.ide,kb_cuntopdisp2.dff,
19720,4.04594,MTubeHalf5Bend1b,Yes,No,"No, visible always",No,5.10938,5.41406,3.17188,MatTubes.txd,SAMP.ide,MTubeHalf5Bend1b.dff,Half pipe|SA-MP|SA-MP 0.3.7 RC1|The stunt|Tubes medium size
19721,4.12498,MTubeHalf5Bend2a,Yes,No,"No, visible always",No,5.35156,5.41406,3.17969,MatTubes.txd,SAMP.ide,MTubeHalf5Bend2a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19722,4.12498,MTubeHalf5Bend2b,Yes,No,"No, visible always",No,5.35156,5.41406,3.17969,MatTubes.txd,SAMP.ide,MTubeHalf5Bend2b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19723,8.17316,MTubeHalf45Bend1a,Yes,No,"No, visible always",No,13.17187,9.28125,2.75,MatTubes.txd,SAMP.ide,MTubeHalf45Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19724,8.17316,MTubeHalf45Bend1b,Yes,No,"No, visible always",No,13.17187,9.28125,2.75,MatTubes.txd,SAMP.ide,MTubeHalf45Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19725,7.23784,MTubeHalf15Bend1a,Yes,No,"No, visible always",No,12.71094,5.41406,4.32031,MatTubes.txd,SAMP.ide,MTubeHalf15Bend1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19726,7.23784,MTubeHalf15Bend1b,Yes,No,"No, visible always",No,12.71094,5.41406,4.32031,MatTubes.txd,SAMP.ide,MTubeHalf15Bend1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19727,7.239,MTubeHalf15Bend2a,Yes,No,"No, visible always",No,12.71094,5.41406,4.32813,MatTubes.txd,SAMP.ide,MTubeHalf15Bend2a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19728,7.239,MTubeHalf15Bend2b,Yes,No,"No, visible always",No,12.71094,5.41406,4.32813,MatTubes.txd,SAMP.ide,MTubeHalf15Bend2b.dff,SA-MP|SA-MP 0.3.7 RC1|The stunt|Tubes medium size
19729,7.54519,MTubeHalf45Bend3,Yes,No,"No, visible always",No,12.21875,5.41406,7.00781,MatTubes.txd,SAMP.ide,MTubeHalf45Bend3.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
1973,1.08976,kb_cuntopdisp1,No,No,"No, visible always",No,1.499031,0.867473,1.42836,display1.txd,props.ide,kb_cuntopdisp1.dff,
19730,7.54835,MTubeHalf45Bend4,Yes,No,"No, visible always",No,12.22656,5.41406,7.00781,MatTubes.txd,SAMP.ide,MTubeHalf45Bend4.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes medium size
19731,3.93166,TubeHalfMtoSJoin1a,Yes,No,"No, visible always",No,5,5.41406,2.74219,MatTubes.txd,SAMP.ide,TubeHalfMtoSJoin1a.dff,Half pipe|Join medium and small tubes|Pipe|SA-MP|SA-MP 0.3.7 RC1|The stunt
19732,3.93166,TubeHalfMtoSJoin1B,Yes,No,"No, visible always",No,5,5.41406,2.74219,MatTubes.txd,SAMP.ide,TubeHalfMtoSJoin1B.dff,Join medium and small tubes|SA-MP|SA-MP 0.3.7 RC1
19733,4.86457,STubeSeg5m1,Yes,No,"No, visible always",No,5,8.24219,1.3125,MatTubes.txd,SAMP.ide,STubeSeg5m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
19734,4.86457,STubeSeg5m2a,Yes,No,"No, visible always",No,5,8.24219,1.3125,MatTubes.txd,SAMP.ide,STubeSeg5m2a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
19735,4.86457,STubeSeg5m2b,Yes,No,"No, visible always",No,5,8.24219,1.3125,MatTubes.txd,SAMP.ide,STubeSeg5m2b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
19736,4.28391,STubeSeg6_25m1,Yes,No,"No, visible always",No,6.24219,5.39063,2.320309,MatTubes.txd,SAMP.ide,STubeSeg6_25m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
19737,5.22488,STubeHalf10m1,Yes,No,"No, visible always",No,10,2.70312,1.375,MatTubes.txd,SAMP.ide,STubeHalf10m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
19738,4.34887,STubeHalf5mJoin1a,Yes,No,"No, visible always",No,5,6.98438,1.367187,MatTubes.txd,SAMP.ide,STubeHalf5mJoin1a.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
19739,4.34887,STubeHalf5mJoin1b,Yes,No,"No, visible always",No,5,6.98438,1.367187,MatTubes.txd,SAMP.ide,STubeHalf5mJoin1b.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
1974,0.0825022,kb_golfball,Yes,No,"No, visible always",No,0.0904509,0.0951057,0.1,golfball.txd,props.ide,kb_golfball.dff,Round|Sports equipment
19740,6.43132,STubeHalf12_5m1,Yes,No,"No, visible always",No,12.5,2.70312,1.375,MatTubes.txd,SAMP.ide,STubeHalf12_5m1.dff,SA-MP|SA-MP 0.3.7 RC1|Tubes small size
